"TOA5","Blynken","CR300","36594","CR300-CELL210.11.3.0","CPU:blynken.260302.dld","59090","Ai1"
"TIMESTAMP","RECORD","BatteryVoltage","InternalTemperature","InternalHumidity","CurrentAverage","CurrentMaximum","ProcessingTime","SerialNumber","DataloggerOSVersion","Ai1OSVersion","ProgramSignature","ProgramCounter","StartUpCode","WatchdogErrors","SkippedScans","MemoryFree","CellUsageToday","CellUsageThisMonth","CellRSSI","CellNetBand","Latitude","Longitude","GPSSatellitesInView","Pressure_mH2O","ReadAttempts_Max"
"TS","RN","Volts","°C","%","mA (-=Charge, +=Discharge)","mA (-=Charge, +=Discharge)","µS","","","","(0-65535)","Cycles","(0=Ok, -1=Power, -2=Watchdog)","Errors Since Compile","Scans Skipped","Bytes","kB","kB","dBm","","Decimal Degrees (N=+,S=-)","Decimal Degrees (E=+,W=-)","GPS Satellites visible","mH2O",""
"","","Smp","Smp","Smp","Avg:mA","Max:mA","Smp","Smp","Smp","Smp","Smp:0-65535)","Smp","Smp:0=Ok","Smp:Watchdog Errors Since Compile","Smp:Scans Skipped","Smp:Bytes","Smp:kB","Smp:kB","Smp:dBm","Smp:band","Smp","Smp","Smp","Smp","Max"
"2026-03-02 08:00:00",0,13.55,15.89,28,0.315,152,204,36594,1.3,0.75,59090,482,-1,0,0,27280,101.3,101,-71,4,0,0,0,-13.01,0
"2026-03-02 09:00:00",1,14.19,-0.594,26,151.8,152,204,36594,1.3,0.75,59090,1202,-1,0,1,27280,174.7,174,-55,4,0,0,0,-13.01,1
"2026-03-02 10:00:00",2,14.24,-2.228,25,-8.97,14,204,36594,1.3,0.75,59090,1922,-1,0,2,27280,245.8,245,-67,4,44.20147,-69.00392,4,-13.01,1
"2026-03-02 11:00:00",3,14.21,-0.664,25,14.02,29,204,36594,1.3,0.75,59090,2642,-1,0,3,27280,312.1,312,-53,4,44.31794,-68.92731,4,0.224,1
"2026-03-02 12:00:00",4,14.22,-1.038,26,28.96,29,204,36594,1.3,0.75,59090,3362,-1,0,4,27280,384.3,384,-53,4,44.31794,-68.92731,4,0.231,1
"2026-03-02 13:00:00",5,14.18,1.016,25,2.047,36,204,36594,1.3,0.75,59090,4082,-1,0,5,27280,457.3,457,-55,4,44.31793,-68.92731,4,0.239,1
"2026-03-02 14:00:00",6,14.15,2.54,25,35.96,36,204,36594,1.3,0.75,59090,4802,-1,0,6,27280,534.5,534,-55,4,44.31793,-68.92731,4,0.258,1
"2026-03-02 15:00:00",7,14.15,2.805,25,4.012,13,204,36594,1.3,0.75,59090,5522,-1,0,7,27280,611.6,611,-55,4,44.31794,-68.92722,5,0.263,1
"2026-03-02 16:00:00",8,14.15,2.254,25,12.96,13,211,36594,1.3,0.75,59090,6242,-1,0,8,27280,688.8,688,-53,4,44.31803,-68.92712,4,0.331,1
"2026-03-02 17:00:00",9,14.11,1.281,25,-12.91,50,204,36594,1.3,0.75,59090,6962,-1,0,9,27280,759.8,759,-55,4,44.31809,-68.92708,4,0.358,1
"2026-03-02 18:00:00",10,13.27,-2.086,26,50.07,103,204,36594,1.3,0.75,59090,7682,-1,0,10,27280,831,831,-59,4,44.31809,-68.92708,4,0.358,1
"2026-03-02 19:00:00",11,13.1,-2.947,26,103,113,211,36594,1.3,0.75,59090,8402,-1,0,11,27280,908,907,-53,4,44.3181,-68.9272,4,0.358,1
"2026-03-02 20:00:00",12,12.95,-3.164,27,113,125,204,36594,1.3,0.75,59090,9122,-1,0,12,27280,982,982,-61,4,44.31812,-68.92724,6,0.224,1
"2026-03-02 21:00:00",13,12.92,-3.254,27,125,125,204,36594,1.3,0.75,59090,9842,-1,0,13,27280,1054,1054,-57,4,44.31811,-68.92717,4,0.224,1
"2026-03-02 22:00:00",14,12.86,-3.333,27,97.1,149,204,36594,1.3,0.75,59090,10562,-1,0,14,27280,1120,1119,-53,4,44.31791,-68.92731,4,0.224,1
"2026-03-02 23:00:00",15,12.92,-3.601,27,149,149,204,36594,1.3,0.75,59090,11282,-1,0,15,27280,1195,1194,-51,4,44.31804,-68.92724,5,0.224,1
"2026-03-03 00:00:00",16,12.8,-4.171,27,134.1,192,204,36594,1.3,0.75,59090,12002,-1,0,16,27280,0.647,1271,-53,4,44.318,-68.92724,5,0.199,1
"2026-03-03 01:00:00",17,12.79,-3.884,27,192,192,211,36594,1.3,0.75,59090,12722,-1,0,16,27280,56.31,1327,-51,4,44.31799,-68.92723,4,0.199,1
"2026-03-03 02:00:00",18,12.82,-3.937,27,174,174,205,36594,1.3,0.75,59090,13442,-1,0,17,27280,123.7,1394,-57,13,44.31799,-68.92725,6,0.179,1
"2026-03-03 03:00:00",19,12.88,-3.73,27,143,143,204,36594,1.3,0.75,59090,14162,-1,0,17,27280,182.7,1453,-59,4,44.31791,-68.92721,4,0.179,1
"2026-03-03 04:00:00",20,12.85,-3.884,27,130,156,204,36594,1.3,0.75,59090,14882,-1,0,18,27280,253.3,1524,-51,4,44.31808,-68.9273,5,0.179,1
"2026-03-03 05:00:00",21,12.87,-4.046,27,156,156,204,36594,1.3,0.75,59090,15602,-1,0,19,27280,326.4,1597,-53,4,"NAN","NAN",4,0.181,1
"2026-03-03 06:00:00",22,12.84,-3.525,27,121,121,211,36594,1.3,0.75,59090,16322,-1,0,20,27280,395.3,1666,-55,13,44.3181,-68.9273,5,0.209,1
"2026-03-03 07:00:00",23,14.02,0.133,27,120.7,121,204,36594,1.3,0.75,59090,17042,-1,0,21,27280,469.1,1739,-51,4,44.31809,-68.92726,6,0.209,1
"2026-03-03 08:00:00",24,13.99,2.898,26,-87.1,-87,204,36594,1.3,0.75,59090,17762,-1,0,22,27280,538.9,1809,-53,4,44.31809,-68.92729,4,0.221,1
"2026-03-03 09:00:00",25,14.1,5.06,26,-185.7,17,211,36594,1.3,0.75,59090,18482,-1,0,23,27280,610,1880,-53,4,44.31809,-68.92729,4,0.319,1
"2026-03-03 10:00:00",26,14.07,5.568,26,17.01,23,204,36594,1.3,0.75,59090,19202,-1,0,24,27280,687.1,1957,-51,4,44.31809,-68.92729,4,0.319,1
"2026-03-03 11:00:00",27,14.07,5.892,26,23.02,39,204,36594,1.3,0.75,59090,19922,-1,0,25,27280,762.6,2033,-59,4,44.31809,-68.92729,4,0.319,1
"2026-03-03 12:00:00",28,14.04,5.628,26,38.98,39,204,36594,1.3,0.75,59090,20642,-1,0,26,27280,839,2109,-55,4,44.31815,-68.92717,5,0.319,1
"2026-03-03 13:00:00",29,14.05,5.891,26,23.03,41,212,36594,1.3,0.75,59090,21362,-1,0,27,27280,919,2189,-51,4,44.31815,-68.92717,5,0.313,1
"2026-03-03 14:00:00",30,14.04,5.316,26,41,41,204,36594,1.3,0.75,59090,22082,-1,0,28,27280,1014,2284,-59,4,44.31815,-68.92717,5,0.303,1
"2026-03-03 15:00:00",31,14.05,5.015,27,37.99,38,204,36594,1.3,0.75,59090,22802,-1,0,29,27280,1096,2366,-51,4,44.31815,-68.92717,5,0.303,1
"2026-03-03 16:00:00",32,13.98,4.649,27,32.07,85,204,36594,1.3,0.75,59090,23522,-1,0,30,27280,1174,2444,-53,4,44.31816,-68.92719,4,0.303,1
"2026-03-03 17:00:00",33,13.47,3.576,27,85.1,159,204,36594,1.3,0.75,59090,24242,-1,0,31,27280,1247,2517,-53,4,44.31815,-68.92729,4,0.303,1
"2026-03-03 18:00:00",34,13.21,2.968,28,159,159,204,36594,1.3,0.75,59090,24962,-1,0,32,27280,1322,2592,-53,4,44.31815,-68.92729,4,0.246,1
"2026-03-03 19:00:00",35,13.12,2.625,27,128,130,204,36594,1.3,0.75,59090,25682,-1,0,33,27280,1400,2670,-63,4,44.31815,-68.92729,4,0.246,1
"2026-03-03 20:00:00",36,13,2.534,27,130.1,171,204,36594,1.3,0.75,59090,26402,-1,0,34,27280,1483,2754,-55,4,44.31818,-68.92725,4,0.211,1
"2026-03-03 21:00:00",37,13,2.703,27,171,171,204,36594,1.3,0.75,59090,27122,-1,0,35,27280,1566,2836,-59,4,44.31818,-68.92733,5,0.211,1
"2026-03-03 22:00:00",38,13.02,2.433,28,165,165,204,36594,1.3,0.75,59090,27842,-1,0,36,27280,1650,2921,-55,4,44.31825,-68.92721,5,0.211,1
"2026-03-03 23:00:00",39,13,2.466,27,143,178,204,36594,1.3,0.75,59090,28562,-1,0,37,27280,1733,3003,-57,4,44.31814,-68.92721,5,0.211,1
"2026-03-04 00:00:00",40,12.99,2.477,27,177.9,178,204,36594,1.3,0.75,59090,29282,-1,0,38,27280,0.104,3133,-57,4,44.31807,-68.92722,5,0.19,1
"2026-03-04 01:00:00",41,13.05,2.023,27,140,156,211,36594,1.3,0.75,59090,30002,-1,0,39,27280,138.3,3271,-59,4,44.31807,-68.92722,5,0.19,1
"2026-03-04 02:00:00",42,13,2.019,27,156,156,211,36594,1.3,0.75,59090,30722,-1,0,40,27280,226.8,3360,-57,4,44.31803,-68.92723,4,0.174,1
"2026-03-04 03:00:00",43,13.06,2.311,27,124,124,211,36594,1.3,0.75,59090,31442,-1,0,41,27280,309.6,3443,-55,4,44.31802,-68.92725,5,0.174,1
"2026-03-04 04:00:00",44,13.01,2.397,27,101,128,211,36594,1.3,0.75,59090,32162,-1,0,42,27280,392.5,3525,-57,4,44.31806,-68.92728,4,0.171,1
"2026-03-04 05:00:00",45,13.05,2.201,27,128,128,205,36594,1.3,0.75,59090,32882,-1,0,43,27280,497.3,3630,-55,4,44.31802,-68.92716,5,0.171,1
"2026-03-04 06:00:00",46,12.98,1.808,27,116.1,180,204,36594,1.3,0.75,59090,33602,-1,0,44,27280,575.1,3708,-55,4,44.31818,-68.92726,5,0.168,1
"2026-03-04 07:00:00",47,13.17,3.435,27,179.9,180,204,36594,1.3,0.75,59090,34322,-1,0,45,27280,652.2,3785,-55,4,"NAN","NAN",4,0.171,1
"2026-03-04 08:00:00",48,13.54,6.017,26,108.9,109,211,36594,1.3,0.75,59090,35042,-1,0,46,27280,732.4,3865,-57,4,44.31817,-68.92727,5,0.171,1
"2026-03-04 09:00:00",49,13.78,9.12,25,9.89,10,204,36594,1.3,0.75,59090,35762,-1,0,47,27280,809,3942,-55,4,44.31819,-68.92725,5,0.179,1
"2026-03-04 10:00:00",50,13.58,10.38,26,-66.92,-6,204,36594,1.3,0.75,59090,36482,-1,0,48,27280,879,4012,-57,4,44.31817,-68.92725,5,0.187,1
"2026-03-04 11:00:00",51,13.77,13.49,26,-6.211,-6,204,36594,1.3,0.75,59090,37202,-1,0,49,27280,948,4081,-53,4,44.31814,-68.9272,4,0.187,1
